country,crop,year,rainfall,pesticides,temperature,Actual (A),Predicted (P),Absolute Error (AE),Residual (R) (A - P) ,R^2,,,,,,,,
Brazil,Sorghum,2002,1761,145552,26.01,18573,18573,0,0,0,,,,,,,,
Australia,"Rice, paddy",1993,534,23899,18.03,76400,76400,0,0,0,,,,,,,,
Greece,Sorghum,2004,652,11594,18.07,16230,13554,2676,2676,7160976,,,,,,,,
Ecuador,Maize,1994,2274,2670,17.4,11208,11208,0,0,0,,,,,,,,
Kazakhstan,Sorghum,2005,250,3666.62,4,20000,17500,2500,2500,6250000,,,,,,,,
Indonesia,Potatoes,1996,2702,1597,27.53,158631,158631,0,0,0,,,,,,,,
Chile,Potatoes,1998,1522,15373,13.19,140485,164412,23927,-23927,572501329,,,,,,,,
Germany,Potatoes,1999,700,30019,5.55,374989,374989,0,0,0,,,,,,,,
South Africa,Wheat,1998,495,24304,16.11,25295,25295,0,0,0,,,,,,,,
Japan,Yams,2001,1668,78735.45,13.13,207982,207982,0,0,0,,,,,,,,
Pakistan,Maize,1994,494,6183,24.78,15004,15004,0,0,0,,,,,,,,
Pakistan,Sweet potatoes,1998,494,18406,23.11,108413,108413,0,0,0,,,,,,,,
El Salvador,Cassava,2005,1784,1922.78,26.07,125043,100819,24224,24224,586802176,,,,,,,,
Japan,Yams,2002,1668,70262.54,15.71,206243,206243,0,0,0,,,,,,,,
Australia,"Rice, paddy",2007,534,32446.25,20.31,82609,83305,696,-696,484416,,,,,,,,
Saudi Arabia,Wheat,1990,59,994,25.7,46461,46461,0,0,0,,,,,,,,
Tajikistan,Soybeans,2000,691,527.25,8.78,525,260,265,265,70225,,,,,,,,
Mali,Yams,2005,282,14.84,28.13,165917,132132,33785,33785,1141426225,,,,,,,,
Burkina Faso,Sweet potatoes,1997,748,75.29,28.52,52003,48316,3687,3687,13593969,,,,,,,,
Greece,Potatoes,2013,652,8081.72,19.36,206787,200000,6787,6787,46063369,,,,,,,,
Kazakhstan,Sorghum,2004,250,3802.92,7.52,17500,20000,2500,-2500,6250000,,,,,,,,
India,Potatoes,2007,1083,27422.77,27.51,164101,164101,0,0,0,,,,,,,,
Turkey,"Rice, paddy",1997,593,34431,18.65,50005,50005,0,0,0,,,,,,,,
Brazil,Sweet potatoes,1999,1761,127585,20.04,109463,109463,0,0,0,,,,,,,,
India,Soybeans,2006,1083,37423,24.98,10628,10628,0,0,0,,,,,,,,
Brazil,Sorghum,1993,1761,75658.33,20.49,20167,20167,0,0,0,,,,,,,,
Ecuador,"Rice, paddy",2006,2274,7953.42,17.6,41986,36000,5986,5986,35832196,,,,,,,,
Argentina,Potatoes,2013,591,171945.54,16.88,288984,286657,2327,2327,5414929,,,,,,,,
India,Sorghum,2001,1083,43720.04,27.2,7715,7715,0,0,0,,,,,,,,
Zambia,"Rice, paddy",1998,1020,1670,21.32,7059,10049,2990,-2990,8940100,,,,,,,,
Brazil,Cassava,2010,1761,342580,28.18,139499,139499,0,0,0,,,,,,,,
Turkey,Potatoes,2001,593,25539,12.32,250409,250409,0,0,0,,,,,,,,
Pakistan,Maize,2000,494,27885,23.6,17086,17086,0,0,0,,,,,,,,
Pakistan,Maize,1992,494,5518,18.34,13966,13966,0,0,0,,,,,,,,
Angola,"Rice, paddy",2002,1010,40,24.79,13198,18795,5597,-5597,31326409,,,,,,,,
Pakistan,Wheat,1991,494,5962,22.48,18410,18410,0,0,0,,,,,,,,
India,Sweet potatoes,2008,1083,14485.33,26.83,88943,88943,0,0,0,,,,,,,,
Tajikistan,Wheat,2010,691,262.1,8.98,30159,23359,6800,6800,46240000,,,,,,,,
Uganda,Sorghum,2012,1180,88,24.03,9008,12005,2997,-2997,8982009,,,,,,,,
Lesotho,Sorghum,1999,788,0.3,15.34,11089,6123,4966,4966,24661156,,,,,,,,
Mozambique,Cassava,1992,1032,102.26,22.6,33284,57964,24680,-24680,609102400,,,,,,,,
Belgium,Potatoes,2010,847,4644.53,9.74,422676,454233,31557,-31557,995844249,,,,,,,,
Rwanda,Soybeans,2008,1212,321.75,19.56,8248,7926,322,322,103684,,,,,,,,
Denmark,Potatoes,2007,703,3336,9.87,385647,403828,18181,-18181,330548761,,,,,,,,
Switzerland,Maize,1991,1537,2055.9,7.24,80510,83130,2620,-2620,6864400,,,,,,,,
France,"Rice, paddy",2001,867,99694,11.37,53603,56910,3307,-3307,10936249,,,,,,,,
Haiti,Sorghum,2000,1440,27.85,26.76,7000,12000,5000,-5000,25000000,,,,,,,,
Niger,Wheat,1994,151,62,29.05,28800,22000,6800,6800,46240000,,,,,,,,
Nicaragua,Soybeans,2006,2280,6889.26,27.35,20523,21258,735,-735,540225,,,,,,,,
Brazil,Yams,1993,1761,75658.33,26.06,91471,91471,0,0,0,,,,,,,,
Argentina,Cassava,2011,591,100424.62,17.58,100000,100000,0,0,0,,,,,,,,
Brazil,Sweet potatoes,2008,1761,312637,17.88,120398,120398,0,0,0,,,,,,,,
Mali,Wheat,2010,282,3.84,28.18,25543,29665,4122,-4122,16990884,,,,,,,,
Armenia,Potatoes,2004,562,204.77,9.55,161509,185496,23987,-23987,575376169,,,,,,,,
India,Soybeans,1990,1083,75000,25.25,10145,10145,0,0,0,,,,,,,,
Indonesia,Soybeans,2011,2702,1597,27.24,13681,13681,0,0,0,,,,,,,,
India,Sorghum,2012,1083,52980,26.89,9568,9568,0,0,0,,,,,,,,
Chile,Potatoes,1996,1522,15373,13.16,138900,152200,13300,-13300,176890000,,,,,,,,
Argentina,"Rice, paddy",1996,591,54595,17.64,51031,50306,725,725,525625,,,,,,,,
Australia,Sorghum,2010,534,42169.39,18,30279,30279,0,0,0,,,,,,,,
Tunisia,Potatoes,1996,207,909,18.88,119469,140141,20672,-20672,427331584,,,,,,,,
Mexico,Potatoes,2000,758,34468.93,16.9,239420,239420,0,0,0,,,,,,,,
India,Cassava,1992,1083,70791,26.41,232463,232463,0,0,0,,,,,,,,
Austria,Wheat,2008,1110,4246.7,9.96,56935,47763,9172,9172,84125584,,,,,,,,
India,Sorghum,2013,1083,45620,27.14,8502,8502,0,0,0,,,,,,,,
Morocco,Sweet potatoes,2006,346,13697,18.38,179115,186165,7050,-7050,49702500,,,,,,,,
Uganda,Sorghum,2013,1180,88,24.13,8016,12005,3989,-3989,15912121,,,,,,,,
Brazil,Soybeans,2001,1761,151523,22.14,27105,25739,1366,1366,1865956,,,,,,,,
Jamaica,Potatoes,1990,2051,1415.65,27.28,122818,91380,31438,31438,988347844,,,,,,,,
Morocco,Maize,2006,346,13697,18.38,12198,7494,4704,4704,22127616,,,,,,,,
Mexico,Sweet potatoes,2002,758,16189.88,21.5,184236,184236,0,0,0,,,,,,,,
Tajikistan,Wheat,2007,691,247.9,8.69,23500,19967,3533,3533,12482089,,,,,,,,
Namibia,Potatoes,2000,285,56,20.26,125000,129032,4032,-4032,16257024,,,,,,,,
Egypt,Potatoes,1994,51,4283,21.1,204487,207792,3305,-3305,10923025,,,,,,,,
Chile,Maize,2007,1522,9830.72,12.31,89302,105902,16600,-16600,275560000,,,,,,,,
Germany,Potatoes,1997,700,30414,5.79,384055,384055,0,0,0,,,,,,,,
Greece,Sweet potatoes,2000,652,10627,18.2,153007,184298,31291,-31291,979126681,,,,,,,,
Brazil,Sorghum,1995,1761,92967.22,27.52,17981,17981,0,0,0,,,,,,,,
Turkey,Maize,2006,593,27421,11.12,72139,72139,0,0,0,,,,,,,,
Peru,Cassava,1998,1738,4374,18.13,109191,108554,637,637,405769,,,,,,,,
Qatar,Wheat,1992,74,3,26.22,23088,23048,40,40,1600,,,,,,,,
Madagascar,Sweet potatoes,2012,1513,377.71,19.78,75760,77058,1298,-1298,1684804,,,,,,,,
India,Sweet potatoes,1999,1083,46195,27.24,85744,97421,11677,-11677,136352329,,,,,,,,
Brazil,Potatoes,1992,1761,67003.89,27.42,140432,140432,0,0,0,,,,,,,,
Nepal,Maize,1995,1500,60.11,15.3,16447,16770,323,-323,104329,,,,,,,,
Senegal,Cassava,2007,686,557.92,25.34,50338,61673,11335,-11335,128482225,,,,,,,,
Pakistan,"Rice, paddy",2005,494,7914.31,24.66,31742,31742,0,0,0,,,,,,,,
India,Wheat,1997,1083,52279,24.92,26789,26789,0,0,0,,,,,,,,
India,Potatoes,1997,1083,52279,26.45,193913,193913,0,0,0,,,,,,,,
India,Sweet potatoes,1993,1083,66388,25.92,85962,85962,0,0,0,,,,,,,,
Kazakhstan,Soybeans,2009,250,8716.14,3.03,18002,18002,0,0,0,,,,,,,,
Brazil,Sweet potatoes,2007,1761,304031,18.66,120680,120680,0,0,0,,,,,,,,
India,Wheat,2007,1083,27422.77,25.82,27079,27079,0,0,0,,,,,,,,
Indonesia,Maize,2013,2702,1597,27.37,48441,48441,0,0,0,,,,,,,,
Romania,Maize,1996,637,17425,10.71,29319,20469,8850,8850,78322500,,,,,,,,
Ecuador,Cassava,1992,2274,2012,17.67,36875,36875,0,0,0,,,,,,,,
South Africa,Maize,2008,495,26857,20.89,45373,45373,0,0,0,,,,,,,,
Australia,Sorghum,1995,534,25598,16.95,18555,18555,0,0,0,,,,,,,,
India,"Rice, paddy",1994,1083,61357,25.87,28645,28645,0,0,0,,,,,,,,
Colombia,Maize,2005,3240,117881.45,27.56,27537,27537,0,0,0,,,,,,,,
India,Potatoes,1999,1083,46195,25.1,175712,186443,10731,-10731,115154361,,,,,,,,
Canada,Maize,1995,537,32223.4,6.38,72528,72528,0,0,0,,,,,,,,
Brazil,Cassava,2013,1761,367778,21.59,140795,140795,0,0,0,,,,,,,,
Sri Lanka,Potatoes,2007,1712,1439.8,26.57,145197,113307,31890,31890,1016972100,,,,,,,,
El Salvador,Soybeans,2000,1784,2698.93,25.78,22727,19744,2983,2983,8898289,,,,,,,,
Burkina Faso,Cassava,1999,748,93.43,28.45,20902,19060,1842,1842,3392964,,,,,,,,
India,Maize,1992,1083,70791,26.41,16758,16758,0,0,0,,,,,,,,
Namibia,Sorghum,2006,285,56,19.42,2911,3740,829,-829,687241,,,,,,,,
South Africa,Wheat,1993,495,16582,16.01,18454,18454,0,0,0,,,,,,,,
Spain,Potatoes,2007,636,39286,17.41,289238,289238,0,0,0,,,,,,,,
India,Sorghum,2007,1083,27422.77,24.59,8443,8443,0,0,0,,,,,,,,
Uganda,Sorghum,2007,1180,88,23.68,14573,14286,287,287,82369,,,,,,,,
India,Sweet potatoes,1993,1083,66388,25.5,85962,85962,0,0,0,,,,,,,,
Burkina Faso,Sorghum,1990,748,29.1,28.77,5827,9092,3265,-3265,10660225,,,,,,,,
Guyana,"Rice, paddy",2001,2387,289.9,27.27,39823,39809,14,14,196,,,,,,,,
Spain,Potatoes,1996,636,33236,17.01,211919,211919,0,0,0,,,,,,,,
Saudi Arabia,Sorghum,2007,59,4216.71,26.49,24271,23933,338,338,114244,,,,,,,,
Denmark,Potatoes,1990,703,5650,9.83,374583,248971,125612,125612,15778374544,,,,,,,,
Saudi Arabia,Potatoes,1996,59,994,26.28,196701,196701,0,0,0,,,,,,,,
Australia,Maize,1993,534,23899,16.71,44261,44261,0,0,0,,,,,,,,
France,Wheat,2009,867,63676,11.46,74478,71512,2966,2966,8797156,,,,,,,,
Indonesia,Cassava,2010,2702,1597,25.57,202174,202174,0,0,0,,,,,,,,
Mali,Sorghum,2011,282,3.25,27.79,7067,9951,2884,-2884,8317456,,,,,,,,
India,"Rice, paddy",2001,1083,43720.04,27.56,31158,31158,0,0,0,,,,,,,,
Libya,Potatoes,1991,56,87,18.96,81319,104452,23133,-23133,535135689,,,,,,,,
Iraq,Wheat,2012,216,1979.27,24.34,24181,24181,0,0,0,,,,,,,,
Mexico,Sweet potatoes,1998,758,34468.93,21.38,187500,187500,0,0,0,,,,,,,,
South Africa,Potatoes,1993,495,16582,16.01,228678,228678,0,0,0,,,,,,,,
Guinea,Sweet potatoes,2010,1651,556.24,27.8,31033,34726,3693,-3693,13638249,,,,,,,,
Honduras,Maize,2004,1976,3034.91,24.68,13855,15387,1532,-1532,2347024,,,,,,,,
Mexico,Wheat,2004,758,26433.14,16.84,44871,49355,4484,-4484,20106256,,,,,,,,
Colombia,"Rice, paddy",2013,3240,54563.38,22.85,38371,38371,0,0,0,,,,,,,,
Mexico,Cassava,2002,758,16189.88,21.5,150988,150988,0,0,0,,,,,,,,
Mexico,Soybeans,2000,758,34468.93,16.11,14623,14623,0,0,0,,,,,,,,
Brazil,Potatoes,2004,1761,214725,27.72,213525,213525,0,0,0,,,,,,,,
Ecuador,Maize,2005,2274,18391.23,21.82,21232,21232,0,0,0,,,,,,,,
Germany,Wheat,1996,700,31683,7.88,72932,62734,10198,10198,103999204,,,,,,,,
El Salvador,Plantains and others,2001,1784,2543.7,25.92,311689,312986,1297,-1297,1682209,,,,,,,,
Dominican Republic,Plantains and others,2002,1410,4018.07,27.05,78695,78695,0,0,0,,,,,,,,
India,Wheat,2007,1083,27422.77,27.23,27079,27079,0,0,0,,,,,,,,
Canada,Maize,1991,537,29477.5,8.13,67098,67098,0,0,0,,,,,,,,
South Africa,Maize,1996,495,19508,15.23,27043,27043,0,0,0,,,,,,,,
Japan,Soybeans,2013,1668,52794.3,16.54,15520,15520,0,0,0,,,,,,,,
Pakistan,Sweet potatoes,1999,494,20450,25.5,112339,112339,0,0,0,,,,,,,,
Mexico,Soybeans,2007,758,64501.28,21.35,14121,14121,0,0,0,,,,,,,,
Pakistan,Maize,2001,494,11871,23.62,17631,17631,0,0,0,,,,,,,,
Argentina,Potatoes,2004,591,65003.34,18.11,288717,283917,4800,4800,23040000,,,,,,,,
Niger,Sweet potatoes,2012,151,21.37,29.61,200362,151699,48663,48663,2368087569,,,,,,,,
United Kingdom,Wheat,2006,1220,22588.09,10.58,80361,80361,0,0,0,,,,,,,,
Mozambique,Wheat,2006,1032,891.54,21.68,12353,10870,1483,1483,2199289,,,,,,,,
Mexico,Wheat,2001,758,31373.3,22.6,47661,47661,0,0,0,,,,,,,,
Mexico,Maize,2002,758,16189.88,25.07,27105,27105,0,0,0,,,,,,,,
Mali,Maize,2002,282,13.13,28.18,11478,18210,6732,-6732,45319824,,,,,,,,
Australia,Potatoes,2001,534,32710,12.29,328633,328633,0,0,0,,,,,,,,
Peru,Potatoes,2010,1738,15590.54,16.97,131588,137379,5791,-5791,33535681,,,,,,,,
Nicaragua,Potatoes,1995,2280,876,27.2,144737,147897,3160,-3160,9985600,,,,,,,,
India,Potatoes,2002,1083,42482.56,26.63,194173,194173,0,0,0,,,,,,,,
Spain,Potatoes,2001,636,35700,12.33,259926,259926,0,0,0,,,,,,,,
Thailand,Cassava,2013,1622,8136,28.98,218232,78931,139301,139301,19404768601,,,,,,,,
India,"Rice, paddy",2004,1083,35113,24.85,29756,29756,0,0,0,,,,,,,,
Mexico,Maize,1995,758,34468.93,16.85,22883,22883,0,0,0,,,,,,,,
Egypt,Soybeans,2011,51,12945,21.18,31195,31195,0,0,0,,,,,,,,
Namibia,Wheat,2013,285,56,20.73,62084,27957,34127,34127,1164652129,,,,,,,,
Ukraine,"Rice, paddy",1999,565,32272.25,8.97,29041,36409,7368,-7368,54287424,,,,,,,,
Cameroon,Sorghum,1991,1604,99.09,24.99,7692,8489,797,-797,635209,,,,,,,,
Pakistan,"Rice, paddy",2010,494,2968.44,23.75,30588,30588,0,0,0,,,,,,,,
Brazil,Yams,1990,1761,49695,17.77,91489,91489,0,0,0,,,,,,,,
Brazil,Cassava,2004,1761,214725,20.05,136343,136343,0,0,0,,,,,,,,
India,Sweet potatoes,1998,1083,49157,27.48,86907,86907,0,0,0,,,,,,,,
Bangladesh,"Rice, paddy",1996,2666,1919,26.15,27629,27629,0,0,0,,,,,,,,
Nicaragua,Soybeans,2011,2280,4932.05,26.94,20144,20056,88,88,7744,,,,,,,,
Brazil,Potatoes,1999,1761,127585,18.39,164604,164604,0,0,0,,,,,,,,
South Africa,Wheat,1990,495,16582,20.56,10934,10934,0,0,0,,,,,,,,
Brazil,Sweet potatoes,2004,1761,214725,17.88,114957,114957,0,0,0,,,,,,,,
Brazil,Soybeans,1994,1761,84312.78,27.53,21632,21632,0,0,0,,,,,,,,
India,Sweet potatoes,2000,1083,44957.52,27.44,97421,86907,10514,10514,110544196,,,,,,,,
Pakistan,Maize,2008,494,4946.79,19.34,34154,34154,0,0,0,,,,,,,,
Uruguay,Soybeans,1990,1300,1762.01,16.91,12982,18333,5351,-5351,28633201,,,,,,,,
Pakistan,Wheat,2002,494,10881.83,27,22621,22621,0,0,0,,,,,,,,
Bangladesh,Maize,2012,2666,13289.18,26.28,65838,65953,115,-115,13225,,,,,,,,
Uganda,Cassava,1996,1180,88,23.49,67015,66988,27,27,729,,,,,,,,
Pakistan,Sweet potatoes,1993,494,4945,27.72,98171,98171,0,0,0,,,,,,,,
Argentina,Sorghum,1994,591,30195,18.17,35065,45660,10595,-10595,112254025,,,,,,,,
India,Potatoes,1994,1083,61357,25.95,166101,166101,0,0,0,,,,,,,,
Mexico,Potatoes,2006,758,50891.95,19.53,248610,248610,0,0,0,,,,,,,,
Senegal,Cassava,2013,686,722.53,24.7,69978,81909,11931,-11931,142348761,,,,,,,,
Brazil,Yams,2001,1761,151523,24.99,90385,90385,0,0,0,,,,,,,,
India,Wheat,2001,1083,43720.04,24.76,27081,27081,0,0,0,,,,,,,,
Brazil,Soybeans,2001,1761,151523,27.08,27105,27105,0,0,0,,,,,,,,
Brazil,Maize,2012,1761,346583,18.8,50057,50057,0,0,0,,,,,,,,
Ecuador,Potatoes,1990,2274,2537,21.82,71727,68405,3322,3322,11035684,,,,,,,,
Pakistan,Soybeans,2004,494,8903.48,25.55,12450,12450,0,0,0,,,,,,,,
India,Wheat,2000,1083,44957.52,25.93,27785,27785,0,0,0,,,,,,,,
Japan,Sweet potatoes,2010,1668,55576,15.8,217531,217531,0,0,0,,,,,,,,
Guatemala,Plantains and others,2005,1996,13506.02,19.99,194704,194704,0,0,0,,,,,,,,
Pakistan,"Rice, paddy",1992,494,5518,24.31,23686,23686,0,0,0,,,,,,,,
Morocco,Sorghum,2010,346,13697,18.83,6632,6632,0,0,0,,,,,,,,
Brazil,Soybeans,1996,1761,101621.67,20.18,22493,22493,0,0,0,,,,,,,,
India,Sorghum,2013,1083,45620,26.37,8502,8502,0,0,0,,,,,,,,
Brazil,Cassava,1998,1761,118930.56,28.76,123522,123522,0,0,0,,,,,,,,
Brazil,"Rice, paddy",2010,1761,342580,26.3,41271,41271,0,0,0,,,,,,,,
Pakistan,Soybeans,2001,494,11871,23.62,11134,11134,0,0,0,,,,,,,,
Mexico,Cassava,1990,758,34468.93,24.79,75504,78776,3272,-3272,10705984,,,,,,,,
Tajikistan,Maize,2008,691,253.5,8.29,93985,40109,53876,53876,2902623376,,,,,,,,
United Kingdom,Wheat,2005,1220,31415.27,9.9,79609,79609,0,0,0,,,,,,,,
Australia,Potatoes,2002,534,26651,18.93,351358,351358,0,0,0,,,,,,,,
Colombia,Yams,1995,3240,20156.23,27.3,116198,105860,10338,10338,106874244,,,,,,,,
Nepal,"Rice, paddy",1992,1500,60.11,14.95,20481,24100,3619,-3619,13097161,,,,,,,,
Uganda,Maize,2002,1180,88,23.99,18003,14097,3906,3906,15256836,,,,,,,,
Pakistan,Sorghum,1997,494,16936,22.14,5926,5926,0,0,0,,,,,,,,
Thailand,Sorghum,1996,1622,21901,27.37,16727,14440,2287,2287,5230369,,,,,,,,
India,Potatoes,2002,1083,42482.56,27.35,194173,194173,0,0,0,,,,,,,,
India,Wheat,2011,1083,55540,24.35,29886,29886,0,0,0,,,,,,,,
Burkina Faso,Maize,2006,748,109.24,28.92,19444,15286,4158,4158,17288964,,,,,,,,
Japan,Yams,1992,1668,79821.18,15.26,188269,188269,0,0,0,,,,,,,,
Ecuador,Sweet potatoes,2013,2274,6471.77,17.28,19113,19575,462,-462,213444,,,,,,,,
France,"Rice, paddy",1990,867,97701,11.96,59461,53273,6188,6188,38291344,,,,,,,,
Mali,Soybeans,2005,282,14.84,28.13,17171,16032,1139,1139,1297321,,,,,,,,
Uganda,Sweet potatoes,2013,1180,88,24.13,40059,40000,59,59,3481,,,,,,,,
India,Wheat,1998,1083,49157,27.32,24852,24852,0,0,0,,,,,,,,
India,"Rice, paddy",1990,1083,75000,25.44,26125,26125,0,0,0,,,,,,,,
Indonesia,"Rice, paddy",1992,2702,825,27.01,43446,43446,0,0,0,,,,,,,,
Australia,Sweet potatoes,2010,534,42169.39,16.72,305974,305974,0,0,0,,,,,,,,
India,Sweet potatoes,1990,1083,75000,25.58,79663,79663,0,0,0,,,,,,,,
Pakistan,"Rice, paddy",2008,494,4946.79,24.89,35199,35199,0,0,0,,,,,,,,
India,Potatoes,1991,1083,72133,26.7,162540,162540,0,0,0,,,,,,,,
South Africa,Wheat,2002,495,26857,21.07,25906,25906,0,0,0,,,,,,,,
Argentina,Soybeans,2009,591,61586.56,18.16,18480,28216,9736,-9736,94789696,,,,,,,,
Egypt,Potatoes,2001,51,5039,21.45,238739,238739,0,0,0,,,,,,,,
Pakistan,Sweet potatoes,1996,494,11955,27.17,105177,105177,0,0,0,,,,,,,,
Indonesia,Potatoes,2001,2702,1597,27.26,148495,148495,0,0,0,,,,,,,,
Brazil,Sorghum,2000,1761,140423,20.32,15013,15013,0,0,0,,,,,,,,
India,Wheat,1996,1083,56114,25.55,24828,24828,0,0,0,,,,,,,,
Austria,Sorghum,2011,1110,3441.5,9.42,67299,67666,367,-367,134689,,,,,,,,
Brazil,Potatoes,2006,1761,238716,27.34,223802,223802,0,0,0,,,,,,,,
Turkey,Wheat,2006,593,27421,11.12,23595,22658,937,937,877969,,,,,,,,
Burundi,Wheat,1995,1274,144.2,21.55,7440,7742,302,-302,91204,,,,,,,,
India,Cassava,2009,1083,28707.01,26.41,343433,343433,0,0,0,,,,,,,,
Zimbabwe,"Rice, paddy",2005,657,3129.26,21.49,23165,24000,835,-835,697225,,,,,,,,
Argentina,Cassava,2009,591,61586.56,18.16,101695,101695,0,0,0,,,,,,,,
Kazakhstan,Maize,1999,250,4720.28,7.09,30168,30168,0,0,0,,,,,,,,
Pakistan,Sorghum,2012,494,990.09,26.75,6203,6203,0,0,0,,,,,,,,
Lesotho,Wheat,1994,788,0.3,14.22,4199,2685,1514,1514,2292196,,,,,,,,
Mexico,Potatoes,2010,758,63402.29,25.04,277578,277578,0,0,0,,,,,,,,
Australia,Maize,1998,534,37215,13.61,47544,47544,0,0,0,,,,,,,,
Mali,Sorghum,2004,282,8.67,28.07,11509,8454,3055,3055,9333025,,,,,,,,
Brazil,Sweet potatoes,1996,1761,101621.67,25.45,86415,86415,0,0,0,,,,,,,,
Japan,Maize,2008,1668,58750,15.96,25456,25456,0,0,0,,,,,,,,
Sweden,Potatoes,2001,624,1789,7.48,286946,318212,31266,-31266,977562756,,,,,,,,
Pakistan,Wheat,2011,494,1979.27,27.02,28328,28328,0,0,0,,,,,,,,
Japan,Yams,1997,1668,79821.18,15.89,209840,209840,0,0,0,,,,,,,,
Lesotho,Maize,2009,788,77.7,14.62,4159,9071,4912,-4912,24127744,,,,,,,,
Argentina,Potatoes,1992,591,26156,17.09,199039,199039,0,0,0,,,,,,,,
Pakistan,Sorghum,1997,494,16936,26.29,5926,5926,0,0,0,,,,,,,,
Australia,Sorghum,1993,534,23899,18.03,12834,12834,0,0,0,,,,,,,,
India,Maize,2005,1083,35342,25.85,19385,19385,0,0,0,,,,,,,,
Mauritania,Wheat,2000,92,39.09,27.66,15271,14988,283,283,80089,,,,,,,,
Colombia,Sorghum,2000,3240,75843,22.01,29211,32948,3737,-3737,13965169,,,,,,,,
Australia,Potatoes,1990,534,17866,20.06,289832,312853,23021,-23021,529966441,,,,,,,,
Pakistan,Maize,1999,494,20450,27.14,17169,17169,0,0,0,,,,,,,,
Japan,Maize,2011,1668,51796.3,15.38,25797,25797,0,0,0,,,,,,,,
Ireland,Potatoes,2005,1118,2624.89,9.91,346780,332957,13823,13823,191075329,,,,,,,,
Kenya,Soybeans,1995,630,4607,16.52,8128,8104,24,24,576,,,,,,,,
Mexico,Soybeans,1997,758,34468.93,16.25,15057,15057,0,0,0,,,,,,,,
South Africa,Sorghum,2002,495,26857,21.07,34286,34286,0,0,0,,,,,,,,
India,Potatoes,1998,1083,49157,26.4,146020,146020,0,0,0,,,,,,,,
South Africa,Sorghum,2001,495,26857,18.92,23429,23429,0,0,0,,,,,,,,
Libya,Wheat,1998,56,1262.38,20.24,8750,8750,0,0,0,,,,,,,,
India,Maize,1998,1083,49157,27.32,17969,17969,0,0,0,,,,,,,,
Japan,"Rice, paddy",1997,1668,79821.18,15.37,64163,64163,0,0,0,,,,,,,,
Pakistan,Wheat,1997,494,16936,22.14,20533,20533,0,0,0,,,,,,,,
India,Soybeans,1998,1083,49157,27.87,11001,11001,0,0,0,,,,,,,,
Mexico,"Rice, paddy",1992,758,34468.93,19.97,43577,43577,0,0,0,,,,,,,,
Uruguay,Sorghum,1994,1300,2272.08,17.17,27997,42594,14597,-14597,213072409,,,,,,,,
Ecuador,Maize,2008,2274,15396.14,21.89,22442,22442,0,0,0,,,,,,,,
Zambia,Sweet potatoes,1991,1020,1080,20.84,43077,54000,10923,-10923,119311929,,,,,,,,
India,Wheat,2005,1083,35342,25.4,26016,26016,0,0,0,,,,,,,,
Egypt,Soybeans,2002,51,5147,21.46,29904,27922,1982,1982,3928324,,,,,,,,
Brazil,Maize,1995,1761,92967.22,27.52,26005,26005,0,0,0,,,,,,,,
India,Wheat,2009,1083,28707.01,24.87,29071,29071,0,0,0,,,,,,,,
Italy,Soybeans,2006,832,74349,8.15,30987,30987,0,0,0,,,,,,,,
Japan,Soybeans,1997,1668,79821.18,15.39,17380,17380,0,0,0,,,,,,,,
India,Cassava,1998,1083,49157,27.32,252815,252815,0,0,0,,,,,,,,
Romania,Wheat,2012,637,6418.7,12.33,26593,34786,8193,-8193,67125249,,,,,,,,
Algeria,"Rice, paddy",2001,89,710.11,18.13,12314,20165,7851,-7851,61638201,,,,,,,,
Sri Lanka,Potatoes,1998,1712,1532.41,27.13,111254,113307,2053,-2053,4214809,,,,,,,,
India,Sorghum,2013,1083,45620,27.44,8502,8502,0,0,0,,,,,,,,
Pakistan,Sweet potatoes,2012,494,990.09,27.23,86553,86553,0,0,0,,,,,,,,
Dominican Republic,Maize,2005,1410,3515.56,27.03,14206,13350,856,856,732736,,,,,,,,
India,Cassava,2010,1083,40093.69,26.02,347555,347555,0,0,0,,,,,,,,
Uganda,Maize,2013,1180,88,24.13,24949,24737,212,212,44944,,,,,,,,
Qatar,Potatoes,2004,74,68,28.2,80000,180000,100000,-100000,10000000000,,,,,,,,
India,Sweet potatoes,1993,1083,66388,27.24,85962,82835,3127,3127,9778129,,,,,,,,
Brazil,Wheat,1999,1761,127585,18.39,19699,19699,0,0,0,,,,,,,,
India,Sorghum,2000,1083,44957.52,24.69,7639,7639,0,0,0,,,,,,,,
Chile,Potatoes,1994,1522,15373,6.7,153807,153807,0,0,0,,,,,,,,
Chile,Wheat,1994,1522,15373,6.7,35157,35500,343,-343,117649,,,,,,,,
Canada,Maize,1991,537,29477.5,5.46,67098,67098,0,0,0,,,,,,,,
Pakistan,Wheat,2000,494,27885,25.32,24907,24907,0,0,0,,,,,,,,
Croatia,Wheat,2005,1113,2053,9.62,41144,49278,8134,-8134,66161956,,,,,,,,
Senegal,Sweet potatoes,2012,686,787.83,25.47,288175,263979,24196,24196,585446416,,,,,,,,
India,Maize,2001,1083,43720.04,26.32,19996,19996,0,0,0,,,,,,,,
Bangladesh,Maize,2004,2666,5587.81,26.14,48243,48243,0,0,0,,,,,,,,
India,Wheat,1998,1083,49157,25.87,24852,24852,0,0,0,,,,,,,,
Brazil,Maize,1994,1761,84312.78,21.91,23629,23629,0,0,0,,,,,,,,
